CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption
779,Company_779,Retail,Europe,2020,1896.80,2.10,618.80,2.80,74.30,54.80,93.10,74.90,154790.80,77395.40,309581.50
780,Company_780,Transportation,Africa,2020,521.00,16.50,784.20,-6.20,31.70,34.00,36.70,24.50,300765.70,50127.60,1002552.30
781,Company_781,Technology,Asia,2020,7506.90,27.60,41002.20,-3.60,61.00,100.00,34.90,48.00,187673.20,112603.90,375346.40
782,Company_782,Finance,Middle East,2020,7906.20,10.60,14015.50,-1.40,56.60,99.40,34.30,36.20,79772.60,39886.30,199431.40
783,Company_783,Manufacturing,Middle East,2020,3326.80,9.10,4441.10,1.10,36.20,12.50,60.90,35.20,1110526.30,1480701.70,18508771.30
784,Company_784,Manufacturing,Africa,2020,439.70,13.10,746.90,1.90,24.70,18.40,19.70,35.80,141306.20,188408.30,2355103.50
785,Company_785,Retail,Asia,2020,875.50,4.70,540.80,-0.60,47.40,21.90,34.30,85.90,91637.30,45818.70,183274.70
786,Company_786,Energy,North America,2020,821.60,7.60,880.50,3.70,57.40,48.60,47.20,76.40,706627.40,211988.20,7066273.70
787,Company_787,Utilities,North America,2020,812.60,8.10,836.60,-24.10,44.40,47.50,69.20,16.60,563877.10,352423.20,5638771.50
788,Company_788,Finance,North America,2020,4039.70,6.50,4277.00,-13.40,75.40,100.00,45.70,80.50,40397.00,20198.50,100992.50
789,Company_789,Utilities,Asia,2020,1319.90,11.20,1212.10,21.70,45.30,57.80,40.80,37.30,839781.60,524863.50,8397816.00
790,Company_790,Finance,Latin America,2020,9076.60,28.20,40852.00,0.40,57.20,85.40,39.60,46.60,109275.50,54637.70,273188.70
791,Company_791,Retail,Europe,2020,1656.80,9.80,1927.50,-1.60,50.40,9.00,50.90,91.50,188432.60,94216.30,376865.10
792,Company_792,Finance,Africa,2020,1820.50,17.00,4526.00,1.60,51.80,75.80,32.30,47.30,24371.90,12185.90,60929.70
793,Company_793,Manufacturing,Africa,2020,1433.90,10.80,2290.00,2.50,37.30,20.10,71.20,20.60,455685.20,607580.30,7594753.20
794,Company_794,Technology,North America,2020,9844.00,26.50,85499.00,2.10,73.60,86.40,67.40,67.10,293008.20,175804.90,586016.30
795,Company_795,Technology,Europe,2020,39210.60,9.00,94036.80,4.60,78.90,99.50,64.40,72.80,986656.00,591993.60,1973312.00
796,Company_796,Healthcare,Europe,2020,9885.00,16.30,35163.60,3.70,75.10,72.40,69.80,83.00,685105.50,685105.50,1370211.00
797,Company_797,Manufacturing,North America,2020,1439.40,16.30,3000.60,4.10,64.30,55.80,50.80,86.30,349657.30,466209.70,5827621.20
798,Company_798,Transportation,Oceania,2020,182.00,7.30,128.20,3.40,54.80,31.80,66.10,66.50,106702.00,17783.70,355673.40
799,Company_799,Consumer Goods,Oceania,2020,3742.40,6.80,5689.70,12.00,73.00,57.30,88.30,73.40,597924.30,747405.40,2989621.70
800,Company_800,Transportation,Asia,2020,2372.30,10.10,4003.10,17.90,41.70,10.80,67.10,47.10,1600478.20,266746.40,5334927.20
801,Company_801,Finance,Africa,2020,8098.80,14.00,20609.00,5.20,52.70,98.90,13.60,45.50,82232.60,41116.30,205581.40
802,Company_802,Consumer Goods,Oceania,2020,2515.10,7.00,3337.20,20.00,73.50,38.60,81.90,100.00,467830.00,584787.50,2339150.20
803,Company_803,Consumer Goods,Africa,2020,1409.60,11.10,3034.60,-2.90,28.70,47.40,19.00,19.50,244728.60,305910.80,1223643.10
804,Company_804,Energy,Europe,2020,6287.70,32.50,18872.40,19.60,69.90,42.40,77.50,89.90,5680419.30,1704125.80,56804193.00
805,Company_805,Healthcare,Middle East,2020,856.50,-2.10,3191.90,-5.60,56.00,89.40,43.40,35.20,49163.70,49163.70,98327.40
806,Company_806,Finance,North America,2020,712.00,4.70,303.30,-4.70,79.10,95.20,62.00,80.10,7598.20,3799.10,18995.60
807,Company_807,Transportation,Asia,2020,1027.00,7.60,1234.20,-4.10,64.80,23.00,86.80,84.60,640260.30,106710.00,2134200.90
808,Company_808,Technology,North America,2020,6434.50,20.10,19875.60,5.80,70.70,89.30,63.60,59.40,184944.10,110966.50,369888.30
809,Company_809,Utilities,Asia,2020,522.80,16.10,702.00,11.00,48.10,52.30,53.40,38.50,348796.30,217997.70,3487962.70
810,Company_810,Healthcare,Africa,2020,4139.60,12.50,7118.20,-15.10,31.00,58.20,6.20,28.70,328076.20,328076.20,656152.40
811,Company_811,Finance,Asia,2020,31151.20,22.40,62408.60,14.50,49.50,57.30,66.20,25.10,497862.50,248931.30,1244656.30
812,Company_812,Manufacturing,North America,2020,561.80,7.30,748.70,-0.20,40.10,6.70,40.50,73.10,194292.40,259056.50,3238205.90
813,Company_813,Finance,Europe,2020,2184.70,16.10,6894.80,18.50,76.60,99.20,85.60,45.10,22095.50,11047.70,55238.70
814,Company_814,Consumer Goods,Latin America,2020,997.10,10.50,1925.00,-2.60,63.40,47.60,95.40,47.20,172818.40,216023.00,864092.00
815,Company_815,Technology,North America,2020,15507.60,14.10,41818.70,7.40,57.70,90.10,57.60,25.40,441353.60,264812.10,882707.10
816,Company_816,Manufacturing,Middle East,2020,3061.70,7.80,4324.00,23.90,24.20,43.50,16.40,12.60,822780.00,1097040.10,13713000.70
817,Company_817,Energy,North America,2020,12241.60,29.90,69638.20,-3.00,53.20,22.80,96.40,40.50,12739541.40,3821862.40,127395413.60
818,Company_818,Consumer Goods,Africa,2020,662.60,8.90,1125.80,-3.80,45.80,51.50,69.80,16.00,111214.90,139018.60,556074.50
819,Company_819,Finance,Asia,2020,2319.50,12.20,2306.50,19.50,62.80,88.40,34.50,65.50,26974.30,13487.20,67435.80
820,Company_820,Energy,Europe,2020,986.40,2.80,276.50,30.80,52.80,23.10,55.30,80.10,1024458.20,307337.40,10244581.70
821,Company_821,Manufacturing,Africa,2020,1460.60,12.90,1932.60,8.40,31.20,44.50,20.40,28.80,389321.20,519095.00,6488687.40
822,Company_822,Finance,Latin America,2020,804.90,16.50,2325.20,8.30,56.40,53.00,75.20,41.10,13346.20,6673.10,33365.50
823,Company_823,Retail,Europe,2020,1600.20,5.30,1838.60,-6.40,70.10,59.20,76.60,74.50,125731.60,62865.80,251463.10
824,Company_824,Transportation,Oceania,2020,514.50,16.30,1609.00,-1.20,49.60,14.60,53.60,80.70,338843.00,56473.80,1129476.80
825,Company_825,Utilities,Middle East,2020,847.10,0.70,48.00,4.60,64.20,68.10,60.90,63.40,489965.40,306228.40,4899654.30
826,Company_826,Transportation,Latin America,2020,617.10,14.20,1520.40,-9.00,60.20,30.80,77.00,72.70,364488.90,60748.20,1214963.10
827,Company_827,Retail,Latin America,2020,2115.80,13.20,4865.10,-4.50,38.20,54.80,40.50,19.30,172708.80,86354.40,345417.60
828,Company_828,Technology,Oceania,2020,11603.80,23.70,67530.00,22.60,84.50,88.20,80.90,84.30,338055.00,202833.00,676110.00
829,Company_829,Manufacturing,Oceania,2020,2679.40,4.70,2256.90,2.70,45.20,34.00,31.80,69.70,773362.20,1031149.60,12889370.50
830,Company_830,Manufacturing,Africa,2020,3661.50,19.70,11157.00,10.00,61.60,62.00,58.80,63.90,841443.60,1121924.80,14024059.90
831,Company_831,Manufacturing,Oceania,2020,2227.70,10.20,3393.30,11.10,77.60,81.60,98.50,52.50,420140.00,560186.70,7002333.50
832,Company_832,Consumer Goods,Africa,2020,1159.90,5.50,1081.90,-1.40,39.30,40.10,57.00,20.70,213323.70,266654.70,1066618.60
833,Company_833,Consumer Goods,North America,2020,651.10,8.70,733.30,-1.80,58.40,48.80,55.80,70.60,111765.30,139706.60,558826.40
834,Company_834,Technology,Oceania,2020,12467.20,15.30,34612.20,10.50,82.70,96.70,67.90,83.60,326248.70,195749.20,652497.50
835,Company_835,Healthcare,Middle East,2020,4216.40,16.90,14770.00,9.40,34.30,54.10,42.00,6.70,346272.80,346272.80,692545.50
836,Company_836,Retail,Europe,2020,555.80,2.40,154.10,-17.50,62.80,67.60,65.10,55.80,40410.40,20205.20,80820.80
837,Company_837,Healthcare,Latin America,2020,1604.80,17.10,5292.40,0.00,63.60,72.20,64.10,54.50,111514.60,111514.60,223029.10
838,Company_838,Finance,Latin America,2020,11744.40,0.80,1413.40,8.70,77.10,76.40,79.90,74.80,156174.90,78087.50,390437.30
839,Company_839,Manufacturing,Oceania,2020,1720.10,12.30,1960.80,14.00,52.20,52.00,38.50,66.10,431424.90,575233.20,7190415.10
840,Company_840,Utilities,Africa,2020,1601.50,3.70,689.20,5.50,56.40,76.80,24.10,68.30,848499.10,530311.90,8484991.20
841,Company_841,Energy,Africa,2020,993.00,12.90,2134.60,-27.00,25.90,25.50,38.60,13.60,1014550.40,304365.10,10145504.40
842,Company_842,Healthcare,North America,2020,777.70,18.00,3381.50,-0.80,62.10,48.00,76.20,62.10,67188.00,67188.00,134375.90
843,Company_843,Retail,Middle East,2020,1980.30,9.60,4202.80,3.30,58.20,73.20,90.00,11.50,136136.10,68068.10,272272.30
844,Company_844,Utilities,Africa,2020,1398.70,4.80,741.00,13.30,32.80,63.70,10.40,24.30,843870.40,527419.00,8438704.20
845,Company_845,Retail,Middle East,2020,1133.60,-2.60,699.00,5.50,57.10,70.50,49.10,51.60,80103.80,40051.90,160207.60
846,Company_846,Energy,Middle East,2020,1023.60,2.70,547.90,3.10,40.30,49.20,46.10,25.70,876142.50,262842.70,8761425.00
847,Company_847,Finance,Oceania,2020,4201.10,19.10,6625.50,-1.90,63.30,97.20,61.20,31.50,43660.60,21830.30,109151.60
848,Company_848,Manufacturing,Asia,2020,433.00,10.40,858.40,-5.20,66.00,60.00,66.20,71.80,101289.50,135052.70,1688159.00
849,Company_849,Technology,Africa,2020,6637.70,25.90,48844.70,4.20,68.90,91.50,50.90,64.10,185576.50,111345.90,371152.90
850,Company_850,Healthcare,Latin America,2020,2834.80,16.40,7906.00,7.60,60.70,81.10,69.50,31.50,179285.30,179285.30,358570.50
851,Company_851,Energy,Oceania,2020,821.60,19.80,1678.80,14.80,73.90,76.20,50.50,94.90,547616.20,164284.80,5476161.60
852,Company_852,Energy,Latin America,2020,251.20,17.40,657.70,-34.90,32.20,23.50,42.00,30.90,260104.60,78031.40,2601046.30
853,Company_853,Energy,North America,2020,224.90,25.90,646.00,-26.20,58.30,10.70,76.30,87.90,253055.10,75916.50,2530551.10
854,Company_854,Manufacturing,Asia,2020,2192.00,7.60,2844.20,-1.90,48.20,54.90,41.40,48.40,536627.60,715503.50,8943793.60
855,Company_855,Healthcare,Latin America,2020,1053.90,20.10,4960.10,9.50,42.70,58.80,39.00,30.30,83071.60,83071.60,166143.30
856,Company_856,Healthcare,Europe,2020,2205.20,20.90,8567.00,9.90,75.00,81.90,88.50,54.60,138238.90,138238.90,276477.80
857,Company_857,Retail,Europe,2020,2344.10,2.30,975.30,9.80,70.90,41.40,94.20,77.10,213414.40,106707.20,426828.80
858,Company_858,Finance,Oceania,2020,2248.10,17.10,3626.00,19.20,77.00,74.30,87.50,69.10,30565.30,15282.70,76413.30
859,Company_859,Consumer Goods,North America,2020,2132.20,13.50,5807.70,-5.90,57.40,78.70,60.80,32.60,276783.80,345979.80,1383919.20
860,Company_860,Consumer Goods,Oceania,2020,1993.20,11.20,5037.40,20.00,37.20,3.50,39.20,69.00,468657.50,585821.90,2343287.60
861,Company_861,Consumer Goods,Asia,2020,1492.30,5.30,1142.80,3.80,43.20,50.80,63.70,15.00,252120.50,315150.60,1260602.30
862,Company_862,Finance,Latin America,2020,4354.40,17.40,11437.40,9.60,61.30,63.20,46.50,74.10,65959.30,32979.70,164898.30
863,Company_863,Healthcare,Asia,2020,1849.90,15.20,6164.20,25.50,28.90,37.70,18.60,30.40,173186.10,173186.10,346372.20
864,Company_864,Consumer Goods,Africa,2020,2460.50,14.50,6256.30,11.10,54.90,52.40,59.80,52.70,410170.80,512713.60,2050854.20
865,Company_865,Consumer Goods,Asia,2020,1543.60,-0.90,3972.00,6.30,46.90,28.10,62.60,49.90,309730.50,387163.10,1548652.40
866,Company_866,Utilities,Oceania,2020,1010.90,11.40,1440.10,0.70,59.50,58.80,71.50,48.30,637779.00,398611.80,6377789.50
867,Company_867,Retail,Oceania,2020,455.70,10.10,859.40,7.30,49.00,46.10,41.20,59.70,39972.30,19986.10,79944.50
868,Company_868,Technology,Oceania,2020,46826.00,9.50,141473.90,4.40,71.20,92.40,71.80,49.60,1294545.50,776727.30,2589091.00
869,Company_869,Healthcare,Africa,2020,637.90,26.50,2893.90,6.60,37.80,59.10,19.10,35.20,50142.70,50142.70,100285.30
870,Company_870,Finance,Latin America,2020,9564.70,0.50,528.50,-2.10,92.20,99.90,91.80,84.80,95835.40,47917.70,239588.50
871,Company_871,Finance,Latin America,2020,244.50,15.30,414.40,9.80,65.00,100.00,45.60,49.40,2445.20,1222.60,6113.00
872,Company_872,Consumer Goods,Latin America,2020,1787.90,13.20,5229.70,6.90,45.30,83.60,22.30,29.90,219856.00,274820.00,1099280.00
873,Company_873,Consumer Goods,Africa,2020,1432.90,-5.90,5994.90,5.50,51.00,50.10,33.70,69.30,243461.40,304326.70,1217306.80
874,Company_874,Manufacturing,Europe,2020,1328.90,5.70,1198.40,4.60,50.00,31.00,55.00,64.00,392014.20,522685.60,6533569.70
875,Company_875,Healthcare,Asia,2020,4703.00,23.50,23071.00,12.60,71.00,82.60,84.70,45.70,292320.80,292320.80,584641.50
876,Company_876,Healthcare,Oceania,2020,2810.90,18.80,10594.90,11.90,58.80,86.20,54.20,35.90,167671.90,167671.90,335343.80
877,Company_877,Retail,North America,2020,1637.40,4.40,1654.00,6.50,41.50,48.10,56.00,20.30,141361.80,70680.90,282723.70
878,Company_878,Consumer Goods,Asia,2020,1073.50,13.50,2124.60,23.60,25.20,6.80,36.00,32.90,247487.70,309359.70,1237438.70
879,Company_879,Utilities,Africa,2020,1289.50,10.40,1813.10,2.50,53.30,90.30,38.00,31.60,585569.20,365980.80,5855692.50
880,Company_880,Retail,Latin America,2020,5419.10,0.80,1099.30,-1.60,47.80,34.20,35.40,73.90,520670.50,260335.30,1041341.00
881,Company_881,Utilities,Middle East,2020,1293.80,10.00,1695.70,-3.00,57.40,80.30,58.40,33.30,660083.50,412552.20,6600835.00
882,Company_882,Energy,Europe,2020,7163.50,-13.10,24311.70,0.40,74.90,80.00,86.60,57.90,4584368.80,1375310.60,45843688.00
883,Company_883,Technology,Africa,2020,4348.10,22.80,15804.90,10.80,50.20,84.30,40.60,25.60,132558.10,79534.80,265116.20
884,Company_884,Consumer Goods,North America,2020,4158.40,10.40,6274.00,3.90,69.00,56.00,81.00,70.00,671824.30,839780.30,3359121.30
885,Company_885,Consumer Goods,Middle East,2020,1704.50,11.00,2449.00,5.00,54.10,81.10,68.10,13.20,215592.90,269491.20,1077964.70
886,Company_886,Retail,Oceania,2020,1268.60,9.00,2122.60,0.00,62.00,71.70,58.20,56.20,88566.80,44283.40,177133.70
887,Company_887,Utilities,Oceania,2020,3373.90,11.00,4118.50,11.00,58.70,52.30,87.20,36.70,2250046.60,1406279.10,22500466.00
888,Company_888,Utilities,Oceania,2020,1136.60,9.00,1180.10,-11.80,69.30,63.20,77.70,67.00,688658.30,430411.40,6886582.90
889,Company_889,Healthcare,Middle East,2020,2488.10,5.70,2185.80,-4.20,29.90,37.70,16.00,36.20,232937.30,232937.30,465874.60
890,Company_890,Utilities,Middle East,2020,209.30,9.10,247.40,-13.40,41.00,54.90,61.30,6.90,136599.70,85374.80,1365997.10
891,Company_891,Manufacturing,North America,2020,14779.70,2.50,4106.30,6.40,61.10,39.00,70.90,73.50,4110219.70,5480292.90,68503661.70
892,Company_892,Transportation,Latin America,2020,914.20,3.30,542.40,2.60,36.50,22.50,63.60,23.60,571968.30,95328.00,1906560.90
893,Company_893,Finance,Oceania,2020,6065.20,9.50,5041.70,6.20,63.60,100.00,59.40,31.30,60652.20,30326.10,151630.50
894,Company_894,Healthcare,North America,2020,13393.60,21.00,46528.50,-2.20,77.30,67.30,92.70,71.80,975805.00,975805.00,1951609.90
895,Company_895,Finance,Oceania,2020,8300.10,15.50,14583.20,2.50,59.10,96.30,22.40,58.50,87256.20,43628.10,218140.40
896,Company_896,Manufacturing,North America,2020,365.50,4.00,261.50,0.80,55.90,52.00,48.30,67.40,91693.90,122258.60,1528232.40
897,Company_897,Utilities,Oceania,2020,593.70,5.10,284.60,2.60,77.60,77.90,80.20,74.60,310912.00,194320.00,3109120.10
898,Company_898,Utilities,Oceania,2020,785.00,15.20,1690.80,2.80,66.90,77.30,43.80,79.60,413702.70,258564.20,4137027.20
899,Company_899,Manufacturing,Asia,2020,2257.60,14.20,3697.70,-2.30,48.80,26.20,46.60,73.50,688577.30,918103.10,11476288.70
900,Company_900,Utilities,Middle East,2020,662.80,20.30,1954.00,-14.00,24.50,14.20,22.60,36.60,583614.20,364758.90,5836142.40
901,Company_901,Consumer Goods,Europe,2020,766.20,7.70,1249.90,-5.90,61.10,67.60,59.80,55.90,111327.60,139159.40,556637.80
902,Company_902,Utilities,Africa,2020,609.10,16.10,896.00,-2.40,27.20,40.70,28.40,12.30,445801.10,278625.70,4458011.00
903,Company_903,Manufacturing,Oceania,2020,3922.90,-1.80,6296.30,0.40,49.00,11.10,57.00,78.90,1320911.70,1761215.60,22015195.00
904,Company_904,Utilities,Europe,2020,1574.50,-0.20,5585.60,2.50,49.00,45.00,51.80,50.20,1114751.60,696719.70,11147515.90
905,Company_905,Manufacturing,Europe,2020,481.00,13.50,689.50,9.40,71.40,64.80,62.30,87.10,107705.90,143607.80,1795097.80
906,Company_906,Energy,Asia,2020,7041.30,7.40,8100.30,3.80,68.50,64.10,87.60,53.90,5290017.10,1587005.10,52900171.20
907,Company_907,Transportation,Oceania,2020,666.50,3.30,412.40,15.30,48.50,43.70,58.20,43.60,357620.90,59603.50,1192069.80
908,Company_908,Technology,Africa,2020,5373.50,5.80,6998.70,2.90,61.20,90.10,30.40,63.10,152927.80,91756.70,305855.70
909,Company_909,Finance,Latin America,2020,4750.60,28.00,15855.60,-10.20,63.90,100.00,62.40,29.20,47505.80,23752.90,118764.60
910,Company_910,Finance,Oceania,2020,2258.50,19.20,5626.10,8.50,74.40,100.00,79.20,43.90,22584.50,11292.30,56461.30
911,Company_911,Manufacturing,Europe,2020,465.70,-0.20,277.90,-4.90,83.80,93.80,63.00,94.80,75951.10,101268.20,1265852.10
912,Company_912,Finance,North America,2020,1204.20,23.10,3957.00,7.70,74.70,93.90,49.40,80.90,13073.40,6536.70,32683.60
913,Company_913,Transportation,Oceania,2020,1162.90,2.50,336.30,21.10,59.70,41.40,90.60,47.10,634887.60,105814.60,2116292.10
914,Company_914,Utilities,Oceania,2020,1648.90,11.70,1781.50,3.80,48.00,24.40,90.50,29.20,1357641.00,848525.70,13576410.40
915,Company_915,Manufacturing,Middle East,2020,1248.10,0.30,55.90,14.00,32.80,56.00,22.30,20.10,302476.50,403302.00,5041274.80
916,Company_916,Manufacturing,Oceania,2020,1430.00,12.00,1542.40,13.50,71.20,31.00,93.50,89.10,421601.10,562134.80,7026684.50
917,Company_917,Energy,Middle East,2020,9808.00,-4.60,22852.60,9.30,26.70,23.30,29.30,27.50,10169070.50,3050721.10,101690704.80
918,Company_918,Utilities,Asia,2020,1208.80,7.40,1236.60,9.50,57.70,68.50,53.20,51.40,696717.60,435448.50,6967176.50
919,Company_919,Consumer Goods,Europe,2020,6140.00,2.10,3167.90,16.50,79.70,52.70,97.40,89.00,1020455.40,1275569.20,5102276.80
920,Company_920,Finance,Africa,2020,1520.90,20.10,3237.30,7.30,66.30,100.00,23.10,75.70,15209.40,7604.70,38023.40
921,Company_921,Healthcare,Oceania,2020,3614.80,20.80,17626.00,10.20,82.50,80.30,81.90,85.40,230502.90,230502.90,461005.80
922,Company_922,Healthcare,Oceania,2020,984.10,20.30,4114.90,-14.90,71.70,57.80,86.60,70.60,78245.50,78245.50,156491.00
923,Company_923,Transportation,Middle East,2020,717.90,0.10,7.10,6.60,51.40,61.10,64.60,28.60,332670.20,55445.00,1108900.70
924,Company_924,Retail,Africa,2020,897.10,0.60,116.00,5.40,46.30,76.20,34.80,27.90,59817.20,29908.60,119634.50
925,Company_925,Utilities,Africa,2020,806.50,13.10,972.30,8.70,38.10,52.20,49.10,13.00,538282.00,336426.20,5382819.90
926,Company_926,Retail,Asia,2020,275.30,9.10,507.80,-6.00,27.60,46.40,8.80,27.70,24095.10,12047.50,48190.10
927,Company_927,Manufacturing,Asia,2020,990.00,10.40,1292.40,6.30,60.30,50.70,50.60,79.70,250949.40,334599.30,4182490.70
928,Company_928,Healthcare,Oceania,2020,5216.20,29.90,18894.70,11.80,69.30,51.10,81.20,75.60,439402.00,439402.00,878803.90
929,Company_929,Manufacturing,North America,2020,967.50,9.60,1081.20,14.10,64.50,43.10,86.50,63.90,260777.30,347703.00,4346287.90
930,Company_930,Transportation,Africa,2020,441.00,3.30,176.30,-2.50,39.50,36.30,65.30,16.80,250242.10,41707.00,834140.20
931,Company_931,Energy,Middle East,2020,4899.60,23.40,15351.20,-14.00,42.40,34.50,39.00,53.80,4695550.20,1408665.10,46955502.20
932,Company_932,Manufacturing,Latin America,2020,376.70,6.60,514.40,1.70,50.80,25.70,76.20,50.40,115244.70,153659.60,1920745.40
933,Company_933,Consumer Goods,Latin America,2020,2657.30,19.30,7221.60,11.00,53.10,83.60,45.20,30.60,326729.00,408411.20,1633644.90
934,Company_934,Consumer Goods,Middle East,2020,1670.90,10.40,2918.20,-3.30,40.50,41.50,58.90,21.20,304026.80,380033.40,1520133.80
935,Company_935,Consumer Goods,Oceania,2020,1249.40,11.70,2211.50,0.10,64.60,81.80,87.20,24.70,156734.60,195918.30,783673.00
936,Company_936,Energy,Middle East,2020,2964.10,-0.60,6665.20,-5.70,39.20,20.80,36.60,60.10,3124435.60,937330.70,31244355.50
937,Company_937,Technology,Europe,2020,5647.20,24.20,44127.30,11.40,87.80,83.40,87.60,92.40,174058.40,104435.10,348116.90
938,Company_938,Consumer Goods,North America,2020,1396.80,13.60,2697.70,2.50,66.00,41.60,86.70,69.60,253821.00,317276.30,1269105.20
939,Company_939,Consumer Goods,Europe,2020,706.40,14.20,1515.80,-3.70,62.60,31.90,93.30,62.40,137961.40,172451.80,689807.20
940,Company_940,Healthcare,Asia,2020,681.20,11.30,1250.80,18.30,49.40,58.70,43.70,45.80,53741.50,53741.50,107482.90
941,Company_941,Consumer Goods,Oceania,2020,5799.00,13.20,8481.70,3.80,45.80,25.60,58.50,53.40,1184058.90,1480073.70,5920294.70
942,Company_942,Transportation,Middle East,2020,542.50,4.70,296.20,-8.70,34.80,19.30,5.10,80.10,346662.20,57777.00,1155540.70
943,Company_943,Transportation,Oceania,2020,854.50,11.10,1316.00,11.00,51.70,12.60,62.60,79.90,570139.70,95023.30,1900465.80
944,Company_944,Finance,Europe,2020,2650.90,13.20,3536.70,4.20,55.00,98.20,19.10,47.60,27181.30,13590.70,67953.30
945,Company_945,Finance,Europe,2020,2137.00,12.40,3135.80,9.50,68.80,65.50,92.20,48.60,31693.50,15846.70,79233.70
946,Company_946,Healthcare,Oceania,2020,2357.40,9.40,4026.50,4.00,72.00,68.40,68.40,79.10,170041.20,170041.20,340082.40
947,Company_947,Retail,Latin America,2020,3660.20,7.50,4217.90,-1.20,41.20,64.50,23.90,35.30,274010.70,137005.30,548021.30
948,Company_948,Retail,Africa,2020,940.00,-2.80,3412.80,-14.00,26.90,50.80,25.80,4.00,79368.80,39684.40,158737.70
949,Company_949,Transportation,Middle East,2020,1528.00,-5.20,4760.10,7.40,41.80,30.60,44.00,50.70,903972.10,150662.00,3013240.50
950,Company_950,Technology,Africa,2020,9034.00,24.20,67924.00,-2.70,32.00,63.90,28.30,3.70,339922.00,203953.20,679843.90
951,Company_951,Transportation,Asia,2020,420.00,-3.40,1852.90,2.30,68.00,31.80,79.50,92.70,246366.30,41061.10,821221.10
952,Company_952,Energy,Africa,2020,9091.70,-3.10,40257.70,-0.50,31.00,23.40,35.80,33.70,9419125.30,2825737.60,94191252.50
953,Company_953,Technology,Latin America,2020,3371.90,11.60,9404.90,11.10,37.60,61.30,26.70,24.60,129922.00,77953.20,259844.10
954,Company_954,Utilities,Latin America,2020,1035.20,12.30,1664.20,6.60,48.80,32.00,57.50,56.90,808212.30,505132.70,8082122.70
955,Company_955,Transportation,Asia,2020,921.20,-5.20,4439.40,13.70,61.80,51.30,68.60,65.60,464937.70,77489.60,1549792.40
956,Company_956,Finance,Oceania,2020,4345.70,12.90,9253.30,0.70,62.40,100.00,48.10,39.20,43457.50,21728.70,108643.60
957,Company_957,Technology,Latin America,2020,941.30,15.00,3173.70,10.20,51.70,81.50,45.10,28.50,29629.40,17777.70,59258.90
958,Company_958,Healthcare,Africa,2020,1774.60,24.40,7386.60,17.50,45.30,36.40,43.60,56.10,167788.00,167788.00,335576.00
959,Company_959,Manufacturing,Middle East,2020,1093.10,21.30,4873.70,-15.90,48.10,43.00,38.40,62.80,294900.00,393200.10,4915000.70
960,Company_960,Energy,Asia,2020,13157.10,18.90,21878.10,2.00,46.90,17.00,64.50,59.30,14222297.90,4266689.40,142222979.20
961,Company_961,Transportation,Europe,2020,169.20,-9.20,129.20,-2.00,49.60,12.70,67.10,69.10,112811.20,18801.90,376037.40
962,Company_962,Finance,Middle East,2020,2387.20,14.10,5280.50,1.50,51.10,85.50,31.00,36.90,28718.30,14359.10,71795.70
963,Company_963,Transportation,Africa,2020,3568.40,12.10,3553.00,3.30,37.20,25.60,35.60,50.50,2185838.90,364306.50,7286129.70
964,Company_964,Technology,Middle East,2020,5796.30,21.30,29072.90,-6.50,53.70,89.90,50.00,21.30,165456.80,99274.10,330913.70
965,Company_965,Healthcare,Middle East,2020,2243.70,18.90,7034.90,5.90,48.10,99.40,14.40,30.50,113187.80,113187.80,226375.70
966,Company_966,Manufacturing,Oceania,2020,772.70,6.40,411.40,-6.70,79.40,87.60,87.10,63.40,136070.00,181426.70,2267833.50
967,Company_967,Technology,Europe,2020,17493.80,8.20,34996.90,11.00,90.40,95.10,87.20,88.90,467369.80,280421.90,934739.60
968,Company_968,Healthcare,North America,2020,2513.30,10.90,3458.40,5.80,61.20,37.40,98.40,47.90,235825.50,235825.50,471651.00
969,Company_969,Technology,Africa,2020,5869.80,20.40,25886.10,6.10,42.90,98.90,13.50,16.40,148999.20,89399.50,297998.40
970,Company_970,Healthcare,Europe,2020,2697.40,13.70,5088.20,16.60,67.80,85.70,43.10,74.50,161858.70,161858.70,323717.30
971,Company_971,Healthcare,Africa,2020,1807.90,10.70,2239.80,6.00,52.00,96.70,38.20,21.20,94622.20,94622.20,189244.40
972,Company_972,Finance,Africa,2020,1525.30,23.10,2903.40,-3.30,56.00,100.00,66.60,1.40,15253.20,7626.60,38132.90
973,Company_973,Transportation,Latin America,2020,421.30,5.60,270.10,-3.60,35.60,22.60,48.30,36.00,263361.50,43893.60,877871.60
974,Company_974,Energy,Europe,2020,11558.60,16.90,19957.40,0.70,48.30,10.80,45.30,88.80,12994423.50,3898327.00,129944234.50
975,Company_975,Consumer Goods,Oceania,2020,1701.80,10.10,3418.80,2.60,78.10,65.40,72.90,96.20,252732.50,315915.60,1263662.60
976,Company_976,Utilities,Africa,2020,1419.10,17.00,2858.70,2.40,25.90,20.80,40.00,16.90,1197183.30,748239.60,11971833.20
977,Company_977,Energy,Oceania,2020,5256.20,13.10,7995.20,-6.10,58.90,21.40,82.50,72.60,5518444.90,1655533.50,55184449.10
978,Company_978,Transportation,North America,2020,3375.10,21.30,9896.30,25.20,56.70,63.40,32.50,74.10,1531111.50,255185.30,5103705.20
